OrderID,OrderDate,Region,Category,Product,UnitPrice,Quantity,DiscountPct,Sales,Cost,Profit,CustomerAge,Rating,PaymentMethod
ORD11815,2024-06-07,West,Sports,Dumbbell Set,182.2,6,10,1257.18,876.81,380.37,40,4.7,Credit Card
ORD10933,2024-06-07,East,Beauty,Hair Dryer,53.02,6,10,365.84,260.1,105.74,38,4.5,UPI
ORD11495,2024-06-07,South,Home & Kitchen,Air Fryer,263.31,6,15,1816.84,1177.74,639.1,39,4.2,Debit Card
ORD10143,2024-06-07,North,Electronics,Smartwatch,868.31,1,0,998.56,690.83,307.73,41,4.2,Cash
ORD10010,2024-06-08,North,Home & Kitchen,Lamp,187.68,3,15,647.5,382.22,265.28,48,4.5,Cash
ORD10150,2024-06-08,North,Electronics,Tablet,675.61,6,10,4661.71,3254.82,1406.89,18,4.1,Credit Card
ORD10033,2024-06-08,North,Sports,Dumbbell Set,376.99,4,5,1734.15,1122.07,612.08,18,5.0,Wallet
ORD11106,2024-06-09,West,Clothing,Jacket,36.82,4,5,169.37,111.87,57.5,48,3.2,Debit Card
ORD10097,2024-06-09,West,Sports,Yoga Mat,356.1,2,5,819.03,629.97,189.06,34,4.4,Credit Card
ORD11090,2024-06-10,North,Electronics,Headphones,526.08,1,10,604.99,373.39,231.6,21,4.2,UPI
ORD10005,2024-06-10,West,Electronics,Laptop,510.47,4,15,2348.16,1642.48,705.68,31,4.1,Debit Card
ORD11729,2024-06-10,West,Electronics,Smartphone,396.84,4,10,1825.46,1382.36,443.1,24,4.6,UPI
ORD11972,2024-06-10,Central,Electronics,Smartphone,591.18,3,10,2039.57,1167.92,871.65,41,3.7,Credit Card
ORD11991,2024-06-11,South,Beauty,Shampoo,42.51,1,10,48.89,35.85,13.04,22,4.3,UPI
ORD10597,2024-06-11,East,Electronics,Smartwatch,443.43,6,10,3059.67,1761.53,1298.14,28,5.0,Debit Card
ORD11181,2024-06-11,North,Sports,Dumbbell Set,302.89,7,0,2438.26,1882.16,556.1,30,4.8,UPI
ORD11333,2024-06-12,North,Beauty,Shampoo,127.45,6,5,879.4,678.66,200.74,24,3.3,Credit Card
ORD10889,2024-06-12,North,Electronics,Headphones,454.38,7,0,3657.76,2731.01,926.75,28,4.1,Debit Card
ORD11464,2024-06-12,West,Beauty,Perfume,72.5,6,0,500.25,277.15,223.1,18,4.5,Credit Card
ORD10358,2024-06-12,North,Beauty,Skincare Kit,66.67,2,0,153.34,104.95,48.39,23,3.8,Debit Card
ORD11831,2024-06-13,West,Beauty,Skincare Kit,92.87,6,0,640.8,405.52,235.28,32,4.1,Credit Card
ORD11664,2024-06-13,North,Electronics,Smartphone,950.85,6,5,6560.86,4932.97,1627.89,41,3.6,Debit Card
ORD11930,2024-06-13,North,Electronics,Laptop,742.71,7,15,5978.82,4600.63,1378.19,41,5.0,Credit Card
ORD10673,2024-06-13,East,Clothing,Sneakers,15.18,3,5,52.37,35.09,17.28,23,3.9,Debit Card
ORD11028,2024-06-14,Central,Beauty,Makeup Kit,89.57,4,0,412.02,253.31,158.71,43,4.2,Credit Card
ORD11802,2024-06-14,West,Sports,Tennis Racket,241.82,6,0,1668.56,1264.78,403.78,37,4.3,Credit Card
ORD10053,2024-06-14,South,Clothing,Jeans,59.6,7,5,479.78,311.44,168.34,34,3.2,Debit Card
ORD10756,2024-06-15,South,Home & Kitchen,Air Fryer,107.57,3,5,371.12,220.05,151.07,18,4.7,Credit Card
ORD10990,2024-06-15,South,Beauty,Hair Dryer,23.59,4,10,108.51,85.79,22.72,49,4.3,Credit Card
ORD10003,2024-06-15,West,Electronics,Headphones,75.12,1,10,86.39,68.37,18.02,31,3.8,UPI
ORD10148,2024-06-15,South,Home & Kitchen,Cookware Set,222.86,3,0,768.87,613.42,155.45,28,4.4,Debit Card
ORD10276,2024-06-16,East,Sports,Yoga Mat,34.89,1,5,40.12,25.16,14.96,31,4.5,Cash
ORD11426,2024-06-16,North,Clothing,Dress,47.08,3,0,162.43,100.41,62.02,41,4.7,Debit Card
ORD10629,2024-06-17,South,Home & Kitchen,Lamp,172.33,2,0,396.36,314.62,81.74,44,4.0,Credit Card
ORD11807,2024-06-17,East,Clothing,Jeans,19.44,7,0,156.49,109.48,47.01,18,3.7,Cash
ORD11848,2024-06-17,South,Electronics,Headphones,69.18,2,5,159.11,111.47,47.64,23,4.3,Debit Card
ORD11872,2024-06-17,East,Sports,Running Shoes,381.99,4,15,1757.15,1025.03,732.12,18,4.9,Debit Card
ORD10450,2024-06-17,North,Home & Kitchen,Lamp,168.71,7,5,1358.12,1048.29,309.83,21,3.5,UPI
ORD11659,2024-06-17,West,Home & Kitchen,Air Fryer,248.86,5,5,1430.95,1023.85,407.1,27,4.7,Credit Card
ORD10776,2024-06-18,West,Beauty,Shampoo,119.58,7,0,962.62,597.93,364.69,18,4.8,Debit Card
ORD11172,2024-06-19,Central,Electronics,Headphones,326.41,3,0,1126.11,799.17,326.94,33,3.7,Credit Card
ORD10537,2024-06-20,North,Clothing,Jeans,108.8,3,5,375.36,267.66,107.7,37,3.7,Credit Card
ORD10402,2024-06-20,North,Clothing,Sneakers,16.0,3,5,55.2,32.97,22.23,37,4.4,Cash
ORD11038,2024-06-20,East,Home & Kitchen,Blender,23.98,7,0,193.04,147.4,45.64,50,3.2,Debit Card
ORD10065,2024-06-20,East,Clothing,Jeans,32.19,2,0,74.04,42.35,31.69,27,5.0,UPI
ORD10044,2024-06-21,North,Electronics,Laptop,109.2,5,15,627.9,352.16,275.74,38,4.1,UPI
ORD10428,2024-06-21,East,Sports,Dumbbell Set,345.6,3,0,1192.32,889.79,302.53,45,3.9,Credit Card
ORD10580,2024-06-21,North,Sports,Dumbbell Set,322.01,4,5,1481.25,848.54,632.71,42,4.0,Credit Card
ORD11984,2024-06-22,West,Beauty,Shampoo,30.53,2,5,70.22,39.57,30.65,21,4.5,Debit Card
ORD10556,2024-06-22,South,Electronics,Smartphone,79.34,4,5,364.96,249.68,115.28,22,4.7,Credit Card
ORD11789,2024-06-23,East,Beauty,Makeup Kit,62.38,5,15,358.68,279.29,79.39,42,5.0,Wallet
ORD10751,2024-06-23,South,Home & Kitchen,Air Fryer,67.53,5,0,388.3,228.43,159.87,28,4.6,Credit Card
ORD10364,2024-06-23,East,Electronics,Laptop,538.63,4,5,2477.7,1701.23,776.47,30,4.0,Debit Card
ORD11657,2024-06-23,South,Home & Kitchen,Vacuum Cleaner,69.22,2,0,159.21,98.15,61.06,41,4.2,Credit Card
ORD10726,2024-06-23,Central,Electronics,Tablet,191.44,5,0,1100.78,878.07,222.71,35,4.9,Credit Card
ORD11238,2024-06-23,West,Home & Kitchen,Blender,93.46,4,15,429.92,294.61,135.31,44,4.2,Credit Card
ORD11096,2024-06-24,North,Beauty,Skincare Kit,30.73,6,0,212.04,152.57,59.47,40,5.0,UPI
ORD11097,2024-06-24,Central,Home & Kitchen,Air Fryer,140.36,4,10,645.66,423.4,222.26,45,4.9,Debit Card
ORD10627,2024-06-24,North,Sports,Tennis Racket,80.87,3,5,279.0,208.55,70.45,42,4.5,Cash
ORD10876,2024-06-24,East,Home & Kitchen,Air Fryer,130.81,3,5,451.29,281.38,169.91,28,3.7,Debit Card
ORD11402,2024-06-24,North,Electronics,Smartwatch,203.46,3,0,701.94,490.55,211.39,20,4.6,Debit Card
ORD10770,2024-06-24,West,Clothing,Jacket,13.82,3,10,47.68,26.39,21.29,18,5.0,UPI
ORD10534,2024-06-24,North,Electronics,Smartphone,828.69,3,0,2858.98,2062.51,796.47,26,3.7,Cash
ORD11572,2024-06-25,Central,Clothing,Jeans,116.31,5,0,668.78,514.52,154.26,50,4.4,Credit Card
ORD10077,2024-06-25,Central,Electronics,Tablet,949.77,3,0,3276.71,2320.13,956.58,41,3.6,Wallet
ORD11370,2024-06-25,North,Electronics,Laptop,444.65,5,0,2556.74,1997.61,559.13,48,4.4,Debit Card
ORD10793,2024-06-26,North,Beauty,Perfume,72.2,7,0,581.21,419.64,161.57,44,4.2,Cash
ORD10906,2024-06-26,West,Electronics,Smartphone,628.69,5,0,3614.97,2651.49,963.48,41,4.9,Credit Card
ORD10636,2024-06-26,Central,Home & Kitchen,Vacuum Cleaner,53.92,2,0,124.02,84.16,39.86,45,3.9,Debit Card
ORD11601,2024-06-26,North,Electronics,Headphones,211.05,4,0,970.83,641.67,329.16,25,3.7,Credit Card
ORD11966,2024-06-27,West,Beauty,Makeup Kit,34.31,2,5,78.91,46.18,32.73,45,5.0,Debit Card
ORD11196,2024-06-27,Central,Home & Kitchen,Blender,145.92,1,0,167.81,132.44,35.37,18,5.0,Debit Card
ORD10589,2024-06-28,South,Beauty,Makeup Kit,100.44,3,10,346.52,260.39,86.13,47,4.1,UPI
ORD11666,2024-06-28,Central,Beauty,Shampoo,134.93,3,0,465.51,262.66,202.85,34,4.7,Debit Card
ORD10350,2024-06-28,East,Beauty,Skincare Kit,9.54,7,10,76.8,47.12,29.68,32,3.8,Debit Card
ORD10155,2024-06-28,East,Beauty,Perfume,47.72,2,5,109.76,76.85,32.91,45,4.2,Wallet
ORD10681,2024-06-29,North,Home & Kitchen,Blender,42.6,5,0,244.95,149.06,95.89,19,4.7,Debit Card
ORD10533,2024-06-29,Central,Home & Kitchen,Air Fryer,66.18,1,0,76.11,48.82,27.29,20,4.0,Debit Card
ORD11092,2024-06-29,East,Electronics,Laptop,856.73,2,10,1970.48,1305.12,665.36,50,5.0,UPI
ORD10516,2024-06-30,Central,Electronics,Smartphone,788.58,3,5,2720.6,1793.39,927.21,50,4.5,UPI
ORD10314,2024-06-30,West,Sports,Dumbbell Set,287.13,6,20,1981.2,1136.67,844.53,25,4.9,Cash
ORD11269,2024-06-30,Central,Electronics,Smartwatch,698.16,6,10,4817.3,2822.43,1994.87,40,4.8,UPI
ORD11149,2024-06-30,Central,Electronics,Headphones,683.65,2,0,1572.39,1075.96,496.43,42,4.5,Credit Card
ORD10938,2024-07-01,South,Sports,Running Shoes,239.53,3,10,718.59,421.84,296.75,44,4.9,Debit Card
ORD10165,2024-07-01,West,Home & Kitchen,Lamp,61.79,6,0,370.74,217.81,152.93,55,4.1,Debit Card
ORD11136,2024-07-02,North,Electronics,Laptop,954.64,7,5,6682.48,4453.24,2229.24,29,4.6,Debit Card
ORD10768,2024-07-02,North,Home & Kitchen,Cookware Set,26.84,5,10,134.2,89.02,45.18,21,5.0,Credit Card
ORD11267,2024-07-02,South,Electronics,Headphones,1073.0,3,20,3219.0,2567.29,651.71,36,5.0,Wallet
ORD10795,2024-07-03,West,Clothing,Jacket,26.74,4,15,106.96,62.47,44.49,34,4.8,Debit Card
ORD11128,2024-07-03,West,Home & Kitchen,Cookware Set,96.77,1,0,96.77,55.98,40.79,51,4.5,Credit Card
ORD11548,2024-07-03,East,Clothing,T-Shirt,104.71,4,0,418.84,267.9,150.94,31,4.2,Wallet
ORD11579,2024-07-04,North,Electronics,Laptop,303.02,6,0,1818.12,1368.56,449.56,28,3.9,UPI
ORD11624,2024-07-04,East,Electronics,Smartwatch,423.09,2,0,846.18,663.55,182.63,61,4.2,Debit Card
ORD11992,2024-07-04,North,Electronics,Smartphone,242.63,6,0,1455.78,1146.91,308.87,46,4.4,Cash
ORD10474,2024-07-04,Central,Clothing,T-Shirt,72.11,1,10,72.11,50.49,21.62,18,4.7,Debit Card
ORD11842,2024-07-04,East,Electronics,Headphones,238.06,6,5,1428.36,807.17,621.19,44,4.6,Credit Card
ORD10563,2024-07-04,South,Beauty,Perfume,84.07,4,10,336.28,234.08,102.2,28,4.8,Credit Card
ORD10977,2024-07-04,West,Electronics,Smartphone,1012.94,4,0,4051.76,2864.21,1187.55,30,3.9,UPI
ORD11533,2024-07-05,Central,Clothing,Jacket,118.56,3,5,355.68,202.26,153.42,38,4.1,Debit Card
ORD10367,2024-07-05,Central,Home & Kitchen,Cookware Set,183.31,6,0,1099.86,819.84,280.02,22,4.7,Debit Card
ORD10722,2024-07-06,South,Electronics,Tablet,1048.03,7,0,7336.21,5180.65,2155.56,31,3.7,UPI
ORD10180,2024-07-06,North,Sports,Tennis Racket,320.77,4,15,1283.08,834.75,448.33,35,5.0,Credit Card
ORD11529,2024-07-06,Central,Clothing,Sneakers,104.33,4,10,417.32,265.64,151.68,18,5.0,Debit Card
ORD11107,2024-07-06,South,Electronics,Smartphone,585.0,4,10,2340.0,1811.0,529.0,26,5.0,UPI
ORD10936,2024-07-07,North,Clothing,Dress,119.25,1,5,119.25,72.29,46.96,51,4.6,Credit Card
ORD11015,2024-07-07,North,Electronics,Tablet,259.73,2,0,519.46,394.07,125.39,39,3.6,Credit Card
ORD11314,2024-07-07,West,Clothing,Jacket,61.4,6,10,368.4,205.52,162.88,19,5.0,Debit Card
ORD10999,2024-07-07,North,Beauty,Skincare Kit,149.55,2,0,299.1,216.38,82.72,18,3.7,Credit Card
ORD10409,2024-07-08,North,Sports,Running Shoes,162.12,6,10,972.72,604.52,368.2,26,4.9,Debit Card
ORD11680,2024-07-08,North,Clothing,Jacket,110.76,3,0,332.28,253.3,78.98,30,4.4,Cash
ORD10027,2024-07-08,North,Electronics,Smartphone,386.66,2,0,773.32,591.67,181.65,40,3.0,Cash
ORD11052,2024-07-09,North,Clothing,T-Shirt,62.08,7,5,434.56,250.76,183.8,34,4.6,Wallet
ORD11996,2024-07-10,Central,Beauty,Skincare Kit,128.62,2,5,257.24,188.36,68.88,36,4.4,Debit Card
ORD11027,2024-07-11,East,Sports,Tennis Racket,194.39,1,0,194.39,147.31,47.08,27,5.0,UPI
ORD11427,2024-07-11,East,Home & Kitchen,Vacuum Cleaner,42.05,6,15,252.3,179.4,72.9,27,5.0,Debit Card
ORD10970,2024-07-11,Central,Electronics,Smartwatch,389.08,4,10,1556.32,1177.23,379.09,25,4.1,Debit Card
ORD11130,2024-07-12,North,Clothing,Jacket,18.54,2,5,37.08,28.17,8.91,33,4.6,Credit Card
ORD10899,2024-07-12,North,Electronics,Laptop,826.38,3,5,2479.14,1692.48,786.66,24,3.8,Credit Card
ORD10063,2024-07-12,West,Beauty,Hair Dryer,87.06,2,10,174.12,107.95,66.17,22,3.9,Debit Card
ORD11995,2024-07-13,North,Electronics,Smartwatch,784.62,5,15,3923.1,2224.64,1698.46,30,4.6,Debit Card
ORD11242,2024-07-13,East,Sports,Bicycle,228.67,2,5,457.34,274.13,183.21,35,4.8,Credit Card
ORD11882,2024-07-13,North,Beauty,Makeup Kit,96.3,6,0,577.8,447.49,130.31,41,3.6,Cash
ORD10403,2024-07-14,West,Electronics,Headphones,462.54,5,0,2312.7,1311.36,1001.34,43,4.2,Debit Card
ORD11177,2024-07-14,South,Sports,Yoga Mat,309.14,5,0,1545.7,870.24,675.46,38,3.9,Credit Card
ORD11351,2024-07-14,South,Electronics,Laptop,253.92,1,15,253.92,149.43,104.49,48,3.6,Debit Card
ORD11098,2024-07-14,East,Clothing,Jacket,95.82,4,0,383.28,245.65,137.63,28,4.4,Credit Card
ORD10606,2024-07-14,North,Electronics,Smartphone,301.45,2,10,602.9,476.26,126.64,40,4.4,UPI
ORD10028,2024-07-14,East,Electronics,Smartwatch,1019.91,4,10,4079.64,2663.35,1416.29,29,4.1,Debit Card
ORD10015,2024-07-16,West,Sports,Tennis Racket,168.55,7,10,1179.85,675.55,504.3,28,3.6,Credit Card
ORD10442,2024-07-16,Central,Beauty,Makeup Kit,55.9,3,0,167.7,92.26,75.44,25,3.7,Credit Card
ORD11558,2024-07-16,Central,Electronics,Smartphone,757.68,3,5,2273.04,1673.48,599.56,27,3.9,Wallet
ORD10255,2024-07-17,West,Clothing,Jacket,25.49,2,0,50.98,38.84,12.14,35,4.7,Credit Card
ORD11834,2024-07-17,South,Sports,Running Shoes,253.37,5,0,1266.85,821.11,445.74,39,4.9,UPI
ORD10930,2024-07-17,Central,Beauty,Skincare Kit,34.45,3,0,103.35,66.91,36.44,38,3.6,Debit Card
ORD11326,2024-07-18,South,Beauty,Makeup Kit,21.86,2,0,43.72,31.44,12.28,40,2.6,Cash
ORD10698,2024-07-18,East,Clothing,Jeans,102.06,5,20,510.3,343.67,166.63,53,4.2,Credit Card
ORD10390,2024-07-18,North,Sports,Running Shoes,385.94,3,5,1157.82,775.3,382.52,36,3.7,Credit Card
ORD10167,2024-07-18,West,Sports,Bicycle,102.38,1,5,102.38,58.01,44.37,26,4.5,Debit Card
ORD10910,2024-07-19,North,Electronics,Smartphone,62.2,1,15,62.2,49.31,12.89,38,4.1,UPI
ORD10226,2024-07-19,East,Beauty,Shampoo,147.73,5,0,738.65,518.32,220.33,18,5.0,Credit Card
ORD11041,2024-07-19,Central,Home & Kitchen,Vacuum Cleaner,28.62,3,5,85.86,51.5,34.36,48,3.0,Credit Card
ORD11338,2024-07-19,South,Sports,Running Shoes,86.75,3,0,260.25,181.27,78.98,31,4.4,Cash
ORD10307,2024-07-19,East,Electronics,Smartphone,725.43,5,0,3627.15,2467.44,1159.71,44,4.9,Credit Card
ORD10209,2024-07-19,North,Electronics,Smartwatch,1096.97,4,0,4387.88,3366.11,1021.77,37,3.9,Wallet
ORD10914,2024-07-19,Central,Clothing,Jacket,32.0,4,0,128.0,85.32,42.68,27,3.1,Credit Card
ORD10612,2024-07-20,West,Home & Kitchen,Cookware Set,207.36,6,10,1244.16,789.95,454.21,24,3.6,Debit Card
ORD11587,2024-07-20,North,Home & Kitchen,Blender,247.49,7,20,1732.43,1203.12,529.31,24,3.7,Credit Card
ORD11433,2024-07-20,South,Clothing,Jacket,107.12,6,0,642.72,356.83,285.89,33,4.0,Debit Card
ORD11387,2024-07-20,South,Home & Kitchen,Air Fryer,148.22,6,5,889.32,544.68,344.64,37,4.7,Debit Card
ORD11636,2024-07-20,North,Electronics,Laptop,889.81,1,5,889.81,652.02,237.79,31,3.7,UPI
ORD11723,2024-07-21,West,Clothing,Sneakers,119.93,5,0,599.65,389.07,210.58,32,3.9,Credit Card
ORD10618,2024-07-21,North,Sports,Running Shoes,173.08,4,0,692.32,506.15,186.17,46,4.1,Credit Card
ORD10189,2024-07-21,West,Electronics,Laptop,1158.27,7,0,8107.89,6247.4,1860.49,41,4.5,UPI
ORD11012,2024-07-22,East,Home & Kitchen,Cookware Set,50.28,1,10,50.28,33.09,17.19,27,3.9,UPI
ORD10477,2024-07-22,Central,Sports,Dumbbell Set,63.55,6,5,381.3,282.77,98.53,45,4.4,Cash
ORD11108,2024-07-22,North,Sports,Tennis Racket,344.78,3,15,1034.34,621.42,412.92,29,4.6,Cash
ORD10602,2024-07-22,East,Beauty,Shampoo,26.02,3,0,78.06,55.22,22.84,34,4.4,Credit Card
ORD10874,2024-07-22,North,Clothing,Jeans,18.31,2,10,36.62,25.31,11.31,36,3.9,Cash
ORD10527,2024-07-22,West,Electronics,Laptop,827.03,4,0,3308.12,2523.15,784.97,47,3.4,Wallet
ORD11858,2024-07-23,East,Sports,Running Shoes,281.17,7,15,1968.19,1421.77,546.42,46,3.7,UPI
ORD10292,2024-07-23,East,Clothing,Jacket,43.12,7,5,301.84,170.25,131.59,52,3.9,UPI
ORD11086,2024-07-23,North,Sports,Running Shoes,70.62,1,0,70.62,56.36,14.26,31,3.5,Credit Card
ORD11343,2024-07-24,South,Clothing,Sneakers,111.14,2,5,222.28,131.75,90.53,18,3.5,Cash
ORD11974,2024-07-24,West,Home & Kitchen,Blender,50.74,1,0,50.74,31.87,18.87,35,4.2,Debit Card
ORD10577,2024-07-24,South,Sports,Dumbbell Set,169.87,2,10,339.74,262.34,77.4,28,4.0,Debit Card
ORD10854,2024-07-24,Central,Beauty,Skincare Kit,60.34,4,0,241.36,162.71,78.65,40,2.9,Credit Card
ORD10132,2024-07-24,East,Electronics,Smartphone,844.56,4,20,3378.24,2691.3,686.94,39,4.7,Debit Card
ORD10385,2024-07-24,South,Clothing,Jacket,23.0,1,0,23.0,12.73,10.27,37,3.5,Credit Card
ORD11668,2024-07-25,North,Home & Kitchen,Vacuum Cleaner,283.47,1,0,283.47,210.82,72.65,21,3.5,UPI
ORD11960,2024-07-26,North,Sports,Tennis Racket,355.81,5,0,1779.05,1010.77,768.28,37,3.9,Debit Card
ORD11013,2024-07-26,North,Sports,Dumbbell Set,399.74,7,15,2798.18,1735.49,1062.69,18,3.9,Debit Card
ORD10151,2024-07-27,West,Electronics,Smartwatch,1194.85,7,0,8363.95,5572.91,2791.04,35,4.5,Credit Card
ORD10425,2024-07-27,South,Electronics,Smartwatch,268.0,1,5,268.0,196.26,71.74,18,4.2,Credit Card
ORD10912,2024-07-27,South,Electronics,Smartwatch,1092.83,1,15,1092.83,791.11,301.72,37,5.0,Credit Card
ORD10498,2024-07-27,North,Beauty,Hair Dryer,135.19,4,0,540.76,329.82,210.94,18,4.3,UPI
ORD10344,2024-07-28,North,Clothing,Jacket,119.09,1,0,119.09,93.35,25.74,32,4.6,Credit Card
ORD10204,2024-07-28,West,Sports,Bicycle,265.55,6,5,1593.3,1143.48,449.82,23,4.1,Debit Card
ORD10550,2024-07-28,West,Clothing,T-Shirt,116.24,4,20,464.96,367.58,97.38,18,4.1,Wallet
ORD10820,2024-07-28,East,Clothing,Jeans,23.92,5,5,119.6,88.63,30.97,29,3.7,Debit Card
ORD11508,2024-07-29,Central,Electronics,Tablet,597.53,3,0,1792.59,1354.58,438.01,23,4.8,Debit Card
ORD11148,2024-07-29,South,Electronics,Smartphone,1137.72,7,10,7964.04,5310.02,2654.02,29,4.5,Credit Card
ORD11959,2024-07-30,South,Beauty,Makeup Kit,128.16,7,0,897.12,552.34,344.78,33,4.5,Credit Card
ORD11898,2024-07-30,North,Electronics,Headphones,321.27,4,0,1285.08,846.91,438.17,31,4.9,UPI
ORD11983,2024-07-30,East,Clothing,Dress,82.35,7,0,576.45,373.86,202.59,40,3.5,Credit Card
ORD10600,2024-07-30,West,Electronics,Smartphone,455.91,4,15,1823.64,1318.08,505.56,42,4.2,UPI
ORD11289,2024-07-31,Central,Electronics,Headphones,744.96,1,0,744.96,571.66,173.3,47,4.2,Debit Card
ORD11738,2024-07-31,West,Sports,Running Shoes,159.96,3,0,479.88,338.08,141.8,40,3.8,Debit Card
ORD11893,2024-07-31,North,Home & Kitchen,Vacuum Cleaner,232.28,3,5,696.84,450.89,245.95,37,4.0,Debit Card
ORD10875,2024-07-31,East,Sports,Tennis Racket,380.41,5,0,1902.05,1388.35,513.7,45,3.4,UPI
ORD11362,2024-08-01,South,Sports,Dumbbell Set,317.99,5,5,1589.95,1224.76,365.19,50,4.3,Credit Card
ORD10972,2024-08-01,Central,Home & Kitchen,Vacuum Cleaner,121.69,3,5,365.07,246.49,118.58,22,5.0,UPI
ORD11395,2024-08-01,South,Clothing,Jacket,65.44,5,5,327.2,242.92,84.28,41,4.7,UPI
ORD10394,2024-08-02,Central,Clothing,Sneakers,96.9,2,20,193.8,134.91,58.89,33,3.8,Credit Card
ORD11209,2024-08-02,North,Clothing,Jeans,20.26,6,15,121.56,77.31,44.25,34,3.9,Wallet
ORD11516,2024-08-02,South,Sports,Dumbbell Set,346.66,6,5,2079.96,1306.74,773.22,48,3.4,Credit Card
ORD11233,2024-08-02,South,Clothing,Sneakers,47.25,7,15,330.75,253.83,76.92,29,4.1,Credit Card
ORD11174,2024-08-03,South,Sports,Running Shoes,53.69,6,15,322.14,199.62,122.52,37,3.8,Credit Card
ORD11918,2024-08-03,South,Beauty,Skincare Kit,10.35,3,0,31.05,20.12,10.93,48,3.9,Wallet
ORD11635,2024-08-03,West,Beauty,Hair Dryer,101.93,1,10,101.93,76.63,25.3,28,4.3,Credit Card
ORD10106,2024-08-03,West,Home & Kitchen,Lamp,243.28,4,15,973.12,742.15,230.97,41,4.7,UPI
ORD10006,2024-08-04,East,Electronics,Tablet,380.27,4,0,1521.08,941.55,579.53,18,3.1,Credit Card
ORD10102,2024-08-05,North,Electronics,Headphones,101.87,2,0,203.74,151.77,51.97,28,5.0,UPI
ORD11031,2024-08-05,Central,Electronics,Smartwatch,565.84,7,5,3960.88,2704.4,1256.48,30,3.8,Cash
ORD11250,2024-08-05,North,Sports,Tennis Racket,116.05,1,0,116.05,80.08,35.97,40,4.0,Debit Card
ORD11855,2024-08-06,Central,Beauty,Shampoo,32.72,7,10,229.04,139.64,89.4,44,3.8,UPI
ORD11747,2024-08-06,North,Electronics,Smartphone,1070.34,3,15,3211.02,1881.79,1329.23,37,4.2,Debit Card
ORD11383,2024-08-07,Central,Clothing,Jeans,105.55,4,15,422.2,332.13,90.07,58,4.0,Credit Card
ORD10525,2024-08-07,South,Electronics,Headphones,875.81,5,0,4379.05,3147.69,1231.36,30,3.7,Credit Card
ORD11068,2024-08-07,West,Sports,Tennis Racket,116.27,5,0,581.35,403.57,177.78,22,3.2,Debit Card
ORD11957,2024-08-07,South,Sports,Bicycle,269.62,1,10,269.62,162.02,107.6,22,4.7,Debit Card
ORD11844,2024-08-08,North,Electronics,Tablet,1082.76,7,10,7579.32,4641.04,2938.28,19,3.8,UPI
ORD10372,2024-08-08,North,Clothing,Jeans,47.93,4,0,191.72,148.38,43.34,18,3.9,Credit Card
ORD10267,2024-08-08,North,Clothing,Jeans,38.08,3,0,114.24,79.79,34.45,51,3.4,Credit Card
ORD10582,2024-08-08,North,Clothing,Jeans,113.5,2,0,227.0,177.54,49.46,49,5.0,UPI
ORD11922,2024-08-08,East,Electronics,Headphones,934.05,2,10,1868.1,1363.86,504.24,21,4.2,Credit Card
ORD10311,2024-08-09,South,Clothing,T-Shirt,34.75,6,0,208.5,128.72,79.78,43,3.6,Debit Card
ORD11109,2024-08-09,North,Electronics,Smartphone,397.47,2,0,794.94,526.74,268.2,47,4.4,Debit Card
ORD11125,2024-08-10,West,Clothing,T-Shirt,48.52,2,20,97.04,59.73,37.31,46,3.8,Cash
ORD11337,2024-08-10,South,Beauty,Perfume,144.61,7,15,1012.27,797.41,214.86,47,3.9,Credit Card
ORD10720,2024-08-10,North,Home & Kitchen,Lamp,104.34,2,0,208.68,146.05,62.63,47,3.7,UPI
ORD10984,2024-08-10,North,Electronics,Laptop,1167.28,4,0,4669.12,2578.33,2090.79,43,4.2,Wallet
ORD11259,2024-08-10,South,Beauty,Makeup Kit,142.36,2,15,284.72,165.79,118.93,37,4.9,Cash
ORD10727,2024-08-12,North,Clothing,Jacket,60.55,7,0,423.85,287.79,136.06,45,3.0,Debit Card
ORD11397,2024-08-12,Central,Home & Kitchen,Vacuum Cleaner,246.05,1,15,246.05,164.35,81.7,18,4.8,Credit Card
ORD10014,2024-08-12,South,Home & Kitchen,Cookware Set,197.62,6,5,1185.72,695.1,490.62,44,4.9,Credit Card
ORD11423,2024-08-12,South,Beauty,Skincare Kit,107.22,7,0,750.54,513.63,236.91,24,4.8,Credit Card
ORD10101,2024-08-13,Central,Beauty,Hair Dryer,31.72,4,5,126.88,71.85,55.03,42,3.9,Cash
ORD10481,2024-08-13,North,Home & Kitchen,Vacuum Cleaner,230.4,2,10,460.8,309.67,151.13,24,4.1,UPI
ORD11140,2024-08-14,South,Beauty,Shampoo,22.17,4,0,88.68,58.67,30.01,28,4.5,UPI
ORD10188,2024-08-15,North,Sports,Bicycle,27.94,4,5,111.76,78.78,32.98,21,3.4,UPI
ORD11240,2024-08-15,Central,Clothing,T-Shirt,46.2,6,0,277.2,186.65,90.55,33,4.3,Credit Card
ORD10566,2024-08-15,Central,Clothing,Dress,40.59,1,0,40.59,27.37,13.22,37,4.0,UPI
ORD11471,2024-08-15,South,Home & Kitchen,Lamp,224.61,2,0,449.22,303.02,146.2,38,4.6,UPI
ORD10332,2024-08-16,Central,Sports,Tennis Racket,211.41,5,5,1057.05,734.47,322.58,42,3.5,Debit Card
ORD11158,2024-08-16,West,Electronics,Smartphone,852.26,2,10,1704.52,1133.95,570.57,20,5.0,UPI
